token,tsne_2_component_1,tsne_2_component_2,word_count
resembles,-9.57213,13.272686,14
straw,-49.899097,-51.7229,14
qxx,33.994236,34.413445,14
misrepresent,-35.467144,23.959648,14
excerpts,47.080837,-3.376628,14
kris_sacrebleu,1.7215618,9.1347885,14
wupl,33.985004,34.435387,14
edmund,34.060715,15.366959,14
papootx,20.92,-13.329915,14
examine,7.5838447,17.668568,14
megadonor,50.23572,4.728411,14
rele,-58.530067,-9.548798,14
applying,-12.2415285,25.188559,14
mrctv,-2.3314445,18.372368,14
whimpering,45.226734,-15.975876,14
slush,34.268005,0.8968673,14
jordyntrump,32.880955,22.524738,14
nonetheless,32.732418,25.694126,14
usdot,28.494831,37.853474,14
iowacaucuses,25.812986,13.921075,14
ryqo,41.93208,35.331535,14
csojourner,11.806568,17.085192,14
deathly,-26.078192,26.009274,14
hol,28.182089,12.3460045,14
mama,10.339689,34.813923,14
hallmark,36.63971,20.859291,14
jonmart,-11.429081,15.734925,14
ultimatum,-34.647015,-52.155716,14
demonizing,19.746017,29.89089,14
dosxbvyft,39.545914,22.84175,14
kosovo,57.64597,25.423145,14
ericciarmarella,39.95674,-0.7543857,14
résumé,57.40902,25.981758,14
enrich,-12.042351,31.637987,14
karluskap,18.038738,-8.487608,14
sack,18.079123,22.956161,14
surges,16.257908,-7.6527863,14
usun,57.5003,25.778494,14
exonerating,2.3231742,37.57018,14
celebrities,44.469395,9.119246,14
davmicrot,-65.31256,-17.13909,14
babbling,20.582367,6.337695,14
summoned,-2.4396245,37.305767,14
mild,51.30934,3.2571363,14
alarmed,34.165867,-30.104824,14
poppy,35.510235,-23.133636,14
alerts,-41.694912,4.2021112,14
kissing,27.420385,-19.061775,14
xza,33.543182,47.302338,14
pledges,-44.60729,5.038911,14
turkey,55.31402,23.929436,14
contra,29.615643,8.031514,14
bradbeauregardj,27.580036,23.044443,14
slick,35.198055,27.43394,14
coloradodavidsu,-4.090251,1.4768707,14
phoenix,38.396793,15.44429,14
unaware,33.79847,-11.274057,14
cnsqruqt,-4.842082,30.23467,14
repronwright,25.690372,6.2787876,14
pady_ofurniture,40.219437,32.738743,14
pb,47.914783,21.936089,14
shahidforchange,24.947855,14.044721,14
riseup,62.458637,41.19201,14
agpambondi,-9.272254,25.952845,14
expend,-28.842798,36.407352,14
pals,-1.0313152,-21.982439,14
wolfblitzer,-3.8920677,-32.505093,14
lawy,31.85678,-36.40115,14
impar,7.748246,-6.356863,14
marmel,-9.4651,29.64576,14
tricks,-17.331106,49.350574,14
revolution,-35.522587,23.779427,14
bagdmilksowhat,-9.541388,9.392086,14
whoisjtyrell,27.474232,2.6637716,14
brn,39.088753,22.23485,14
facet,53.535404,17.440779,14
finishes,30.78929,-11.401682,14
laundry,-3.0426571,-40.77527,14
jumps,9.5896225,29.394337,14
zbyronwolf,37.272987,8.060207,14
elr,33.525204,47.300117,14
serbia,57.589615,25.555342,14
dynamic,30.150848,-17.036798,14
tehrwiore,43.91099,16.16467,14
adamschiffrocks,17.334858,14.490451,14
bloody,-41.225475,-3.6290097,14
ankle,36.904198,10.804354,14
untrustworthy,-60.071934,5.2248316,14
pill,-7.8540325,-42.20713,14
nick,33.713825,23.102362,14
distinct,41.05572,30.888288,14
gqlxch,36.327415,32.260155,14
fsx,51.179356,8.497321,14
acquittedforev,17.139523,20.3475,14
qualified,9.871117,-0.92551285,14
replacing,47.15888,-25.035286,14
handy,-4.725479,8.644036,14
sponsored,36.08287,28.741604,14
zs,23.279959,24.784317,14
dy,38.98717,27.468441,14
mccloskey,34.57035,-32.91519,14
approaches,5.534823,14.50685,14
resisterdude,2.4931073,-20.364973,14
vf,16.187868,32.24157,14
litigation,-36.767147,20.082138,14
editorials,25.692524,2.9689162,14
poses,-49.17283,-1.5786496,14
zhp,36.328197,32.258766,14
credibly,33.139458,25.665264,14
mobilize,-14.249331,10.568223,14
cristinalaila,-31.634226,-3.9092252,14
parked,-36.753532,34.36185,14
sincere,-5.4561114,21.091673,14
pesterplarson,-29.311314,17.63535,14
horrendously,35.678688,52.478115,14
aging,22.13503,4.8750052,14
blakehounshell,17.850023,-13.744452,14
honordecency,13.398423,6.7278314,14
expire,-15.869669,37.968475,14
avalanche,34.139435,11.527276,14
kristol,19.48088,43.45617,14
annihilated,-12.478454,-56.0997,14
plotted,31.256445,18.692488,14
gxdxswsy,40.39803,42.502502,14
disloyalty,43.493607,-3.9922116,14
gv,25.605576,7.619453,14
booted,37.004475,10.794744,14
timalberta,4.2365046,38.752518,14
crony,49.53954,-12.680944,14
silver_fox,-30.59784,-36.839916,14
incorrect,-1.0270913,35.955246,14
tweetin,43.350925,12.812378,14
lw,25.804274,11.500482,14
dime,42.217182,4.4203815,14
naadler,38.94026,-5.4512815,14
zel,33.515003,24.160831,14
fifteen,-10.667522,25.844107,14
hurdonthehill,24.421253,19.94858,14
yartt,32.534313,25.037458,14
disbarring,57.0845,18.832617,14
ops,23.475554,-7.103569,14
fals,-22.206715,-42.363544,14
curb,14.573149,21.567003,14
blueheartedly,-10.088654,5.999768,14
bonnibk,-28.026213,0.5037666,14
predictably,-26.209444,25.557718,14
quinnipiacpoll,26.273832,24.425701,14
uppers,47.355946,27.236895,14
fanatics,40.373165,42.630554,14
fusillade,19.527817,-32.52062,14
vindicate,-17.406368,16.813976,14
complicitgop,24.542242,25.881979,14
senangusking,-9.260122,6.658715,14
withholds,-6.5993814,39.665077,14
kentuckians,22.562613,25.569813,14
jumping,16.924767,-4.894223,14
whitewash,16.639925,-11.213809,14
burning,40.080387,18.216434,14
wiping,32.430943,4.0842667,14
liarinchief,31.358953,22.411034,14
cuvqmbcpv,24.217987,0.01904097,13
grahamdavida,-15.433913,-18.658854,13
lunaticopresid,23.544907,12.390315,13
funniest,18.798746,-19.66408,13
bothering,-24.585382,17.12257,13
missi,30.043463,29.107279,13
snowflake,-7.383276,4.435834,13
analogues,48.7988,37.344677,13
blindsided,-46.127617,21.469042,13
repsherrill,2.2030323,-21.475409,13
harrypottermage,-38.584255,6.0367756,13
momentous,-38.869335,13.250918,13
elpopgolf,-31.826395,17.317743,13
apparatus,-0.8910838,-41.494987,13
unborn,28.736576,0.5890034,13
embroiled,-13.771776,13.181321,13
billpascrell,-53.92175,0.4986802,13
stonewalls,-67.27778,-15.603906,13
platters,30.881832,50.628994,13
summit,52.444813,6.0868983,13
appealed,-31.224388,32.400913,13
tribal,25.203634,30.223381,13
wikipedia,-7.526174,-32.024956,13
windbag,-1.099059,8.261199,13
unanimously,-42.77029,0.56391746,13
memoir,35.593327,15.959735,13
politiciz,35.019997,24.051344,13
structured,-47.050217,2.482331,13
hedge,9.009462,11.260371,13
bashing,26.995308,-19.104227,13
jeffvandrew,-11.092842,-32.30101,13
immedia,-10.006092,41.589874,13
grifted,42.08473,3.1226764,13
socialpowerone,-4.6450763,10.851327,13
depend,3.1323276,17.19754,13
empathy,13.998325,40.99363,13
qlul,51.08422,8.553408,13
pretext,24.796764,-33.927357,13
textbook,31.336325,12.333792,13
rewarded,29.823442,2.3349025,13
karensegall,50.970432,9.052051,13
aquitted,16.426088,21.615526,13
deflection,29.312746,-21.949986,13
retires,40.718964,-4.2484293,13
ik,34.144756,26.244781,13
producers,-2.7097595,11.564143,13
dynasties,54.814556,28.35261,13
acquired,-36.822098,18.528463,13
traction,19.582893,-6.852526,13
indianamike,-15.920761,-2.2897444,13
toscaausten,-4.3873525,26.535055,13
dknk,35.57554,53.21411,13
chelsea,-14.492049,27.482027,13
bennett,36.273655,28.059954,13
pair,16.63159,-28.344124,13
regarded,-9.18189,47.164955,13
spurious,6.487845,29.838232,13
outed,41.202106,13.915827,13
unleashes,34.229557,7.329839,13
lakauffman,-43.328392,6.4002624,13
zeal,20.258265,-8.512943,13
markfry,10.497817,-19.452288,13
incarceration,24.653444,-14.666139,13
rub,30.778162,21.688908,13
turtle,24.248482,13.433891,13
insanely,-45.036537,5.999911,13
vrz,47.40022,-5.3180804,13
moot,-13.708757,7.5016665,13
chrisvan,19.385435,-16.803953,13
ericbolling,12.922627,2.4296954,13
italy,33.566193,1.9794487,13
xuziox,47.37594,-5.3322473,13
stench,44.873875,-5.3109207,13
jqtxjrnmcz,-31.498245,20.437696,13
bans,29.613731,0.61001235,13
grant,26.631346,23.231102,13
bilking,70.75767,-1.1013901,13
gentlemen,29.543968,34.240578,13
valiantly,-2.0525143,39.552185,13
impeding,-13.789891,43.796143,13
wished,9.082151,19.08199,13
clarence,16.451044,-12.57308,13
exposecnn,59.531116,21.888346,13
ahistorical,6.1304793,42.50864,13
spider,30.241459,-11.669391,13
forecast,25.048399,0.8753239,13
alongside,27.55513,21.134422,13
impeachab,6.4538608,-14.679354,13
relevan,-20.962317,12.706947,13
chucky,14.38896,-2.6638916,13
sobering,-14.877596,-38.079147,13
pink_about_it,27.804058,2.548174,13
visitors,50.1725,-23.531185,13
casualties,-21.400076,-50.119778,13
sticks,19.466919,16.29026,13
gamble,-64.90073,-19.384874,13
ann,15.745037,0.5541096,13
fara,57.09601,18.809805,13
tmjxeu,40.325527,-22.404072,13
nationalreview,52.111855,18.31076,13
dripping,-33.68615,13.109627,13
esperdod,-35.553726,22.296928,13
condemns,42.25844,22.027979,13
lega,19.469782,0.45604557,13
imply,-39.61407,-57.739834,13
impropriety,19.024244,37.166092,13
scheduling,25.4621,34.697285,13
unt,6.927394,-7.8927536,13
progenitor,26.172422,-14.691707,13
believable,-29.634676,31.431297,13
thestory,39.969845,20.389553,13
dangers,46.806553,-15.117084,13
ddanpereira,-34.502094,-21.003601,13
apologies,33.408806,20.689148,13
factcheck,-9.169787,-31.23429,13
speeding,11.5212,29.984402,13
julian,23.641289,30.74433,13
jerome_corsi,-10.526238,12.922895,13
rodino,-66.221985,-0.095829576,13
improved,32.786568,7.1077037,13
label,-0.87514496,21.469435,13
abolish,30.355873,12.584231,13
destined,23.562819,-5.4988422,13
sullivan,25.856272,10.2327385,13
margaret,50.335148,17.948212,13
brainwashed,20.032185,13.680745,13
renew,-15.820901,38.003582,13
concoct,2.8567815,34.027218,13
slowly,26.387344,13.505637,13
counterpart,1.9380714,52.78832,13
scrutinized,19.013126,37.175674,13
dine,35.63164,20.409296,13
mobbosstrump,-46.055546,14.6737385,13
roses,19.795572,34.744244,13
investigative,23.077904,-11.457055,13
han,-25.278482,-31.49748,13
pvtjokerus,-19.205534,4.3244987,13
whim,-8.343759,-32.683308,13
kiambu,36.079514,22.993593,13
kgb,34.326046,4.113099,13
joylinpark,-10.807624,-19.149023,13
painter,51.99683,13.28174,13
lauds,25.962294,0.09401751,13
ali,1.9911134,-47.603252,13
oligarchs,4.351656,-24.369457,13
avad,28.270878,28.83021,13
mcartichoke,28.81224,28.466257,13
meghan,29.19683,15.399288,13
takedown,-26.387821,9.943583,13
parliament,30.26911,-3.6248324,13
jdwickie,12.760745,-15.113821,13
melts,32.114162,20.496723,13
cristyfairy,-39.235653,19.377836,13
peer,21.474674,-14.549844,13
phantom,49.05002,-0.7822676,13
psychological,6.4325876,17.967215,13
reprehensible,13.103606,-12.324247,13
lboy_tee,37.06369,24.654888,13
outpeach,34.94488,36.29997,13
ciroc,35.013603,36.264088,13
unconditionally,-7.5991406,21.406666,13
conjecture,36.77072,-29.43849,13
parade,44.80364,-2.4002194,13
executing,32.583755,16.309685,13
stephenfhayes,-19.85941,23.109749,13
rodneyclaeys,-21.985456,4.3986654,13
positi,17.688635,-1.9158837,13
stupolitics,-3.1785321,24.01167,13
lackey,11.358805,28.924892,13
aligned,55.924812,23.941984,13
swings,26.410065,-20.678371,13
sincerely,-3.0758827,4.7262673,13
kthopkins,16.182919,-25.273586,13
takeover,-7.5059123,24.349688,13
spiteful,27.937187,10.099967,13
agents,28.476221,-1.662367,13
pamelageller,25.022335,-2.6344807,13
incoming,-9.091948,22.451643,13
miffed,28.648136,17.098806,13
european,18.003193,39.466938,13
wafflers,40.84875,41.21935,13
parent,6.869272,-15.170878,13
freakin,38.184406,-11.872001,13
muck,-12.805222,46.43705,13
kzjfcrhv,40.829643,41.233505,13
accessing,49.495487,-7.3318243,13
alike,0.8080195,29.707754,13
utahns,25.589617,28.28733,13
emotion,34.11499,21.965626,13
testimonies,28.234037,15.460295,13
brespolitico,28.507677,-5.5981483,13
concit,30.248976,-18.98916,13
exposi,23.259026,19.025751,13
incitement,13.225404,-8.837311,13
char,23.16783,15.29476,13
deluded,12.157573,36.971397,13
sylvia,68.15142,32.259106,13
xj,17.92629,17.459862,13
reptedbudd,3.2437317,28.263731,13
uz,35.519066,24.831543,13
hpbzfbb,-3.0111198,34.196907,13
greek,33.36235,14.866682,13
hag,-12.3302355,-1.8649554,13
nationally,15.33397,10.127026,13
determining,5.403839,21.241058,13
branco,38.760838,36.294926,13
photograph,29.457138,-33.6057,13
individually,-5.398564,33.824856,13
oppo,-36.811314,-35.38815,13
recalls,21.483923,-13.24952,13
kasiedc,4.131262,-10.512157,13
cnnopinion,22.50973,5.6821938,13
cand,-30.568651,18.860912,13
whil,32.35419,22.90858,13
fabricate,17.92134,-7.281805,13
verify,-31.01171,13.786171,13
alarming,18.382135,-5.656842,13
iamjumpingin,-13.549248,5.115881,13
reward,1.440612,-17.283686,13
lr,11.391691,15.608583,13
meter,48.9993,2.17319,13
pleasant,25.191973,-29.618448,13
shelbykstewart,30.187647,4.283438,13
penny,26.706423,-18.281895,13
caracas,48.452442,-3.437866,13
theellenshow,-34.94491,33.306774,13
ftji,37.898098,32.719162,13
decad,-19.387583,40.270332,13
convi,-7.1062474,42.22536,13
instruction,-13.59298,-52.079353,13
expired,49.022522,2.2010279,13
pilot,23.703945,-2.8517096,13
rabbit,6.819403,-10.730819,13
conclusions,7.6121106,-46.525272,13
accomplice,-21.204636,-39.905052,13
governorva,28.374704,0.4512121,13
tragically,-15.894518,-25.657545,13
kfc,37.58137,0.23560062,13
autocrat,11.786331,-16.375385,13
blackcatunloads,26.01458,-3.30458,13
ousts,-15.435413,24.44405,13
mature,8.671419,50.61466,13
assertion,-8.982546,-34.416756,13
homophobic,34.2203,40.26774,13
whataboutism,14.789119,-24.837994,13
alr,21.691153,17.337606,13
tragedy,-8.373474,22.849195,13
steven_l_cox,-57.795654,3.4429681,13
bust,-5.1097584,15.8145895,13
deceits,44.700897,6.0230546,13
holdings,-43.54455,24.696314,13
constitutio,-4.047187,17.405128,13
shortsighted,12.067102,33.60742,13
uqggl,46.759205,22.37236,13
operas,18.505503,23.351274,13
cliff,2.932753,-37.356667,13
cook,-15.355812,49.343987,13
notification,-28.541363,-53.08683,13
annoying,-30.616102,-0.55454624,13
jf,13.582689,-39.284485,13
echoes,-19.125322,19.330162,13
employ,-13.572438,32.82389,13
noko,31.781332,6.166002,13
richhiggins_dc,10.057613,19.45353,13
applied,-13.52099,-28.88583,13
orwellian,-18.225445,20.34652,13
rockywinston,-17.562899,8.545661,13
brucebourgoine,12.448361,-30.186405,13
gx,13.219914,12.577106,13
subtext,2.565014,30.91112,13
khashoggi,41.20641,-4.8158317,13
sniffer,44.763462,4.935311,13
doa,-13.4948,15.528392,13
cenkuygur,19.250425,-22.881136,13
aspiration,39.88217,-1.7706674,13
tracks,-0.6632562,-20.339607,13
cnnisajoke,-74.47355,-22.855633,13
panty,44.76459,4.9643655,13
endgame,-11.838017,24.33663,13
meas,27.965942,31.442781,13
rabid,20.665766,9.496091,13
affecting,23.330444,18.08972,13
mongering,27.009552,10.328719,13
mishra,36.838367,22.114761,13
skmorefield,22.79348,-16.513577,13
dawg_lb,-3.6472743,10.236127,13
inblondwetrust,-24.811203,-9.525606,13
invokes,19.038557,-9.932934,13
jacob,62.379475,41.165997,13
marriage,-61.73127,3.9695907,13
kremlinannex,31.984852,12.214461,13
congressma,39.58217,-34.97609,13
undying,41.625053,1.949806,13
cheer,-14.870473,12.728328,13
vc,38.92028,25.589853,13
screenwriter,39.57582,-34.97868,13
aback,34.538757,-6.547943,13
qo,35.55248,23.92102,13
hztyj,29.868301,30.863564,13
kenluke,-39.324383,17.123589,13
lf,25.47086,-2.252857,13
stewing,33.249935,3.9384649,13
rampant,11.592951,-5.640231,13
helenarmstrong,12.298011,12.559233,13
crazed,24.262602,17.3274,13
cajunblueaz,-61.917774,-11.460151,13
yt,35.94777,21.691744,13
unfree,-4.090826,19.50587,13
dancing,44.581856,12.883389,13
xl,41.915195,35.194473,13
sxz,6.0732007,50.27929,13
uevcvq,6.102944,50.287426,13
sticker,35.391922,19.296345,13
battletested,0.44400114,7.67277,13
hearted,39.144688,-23.990616,13
rkgzbgvm,17.463247,-7.8444257,13
janjekielek,30.613493,11.236193,13
coronav,32.78342,24.73297,13
woefully,4.4199333,26.742128,13
citizenship,14.421154,45.711548,13
ward,48.965607,6.073467,13
dna,29.54792,3.7627132,13
puppets,25.21012,9.171304,13
taste,5.616769,-5.2433953,13
levidence,11.651024,34.457054,13
unchecked,6.0547204,10.457726,13
cracking,48.069874,11.656885,13
jn,10.290722,17.103878,13
kr,23.678736,-0.050747454,13
usabookclub,6.3507037,-15.914414,13
breakdown,13.789131,-5.836184,13
dispose,-18.688616,29.487415,13
grief,4.8243675,-27.725428,13
larger,-33.832157,17.870083,13
hahahaha,8.36741,-53.244884,13
robert_sicario,62.205814,41.15999,13
intern,23.464346,-23.552095,13
bmartthe,40.19145,32.71498,13
homework,31.221521,16.278229,13
goddamn,35.5418,-11.052261,13
awarded,34.9407,13.333209,13
ant,23.357065,8.928479,13
attributes,-0.004768434,32.325123,13
peteralexander,4.5915017,-29.811632,13
fenta,5.816633,-43.11854,13
unseated,-21.665207,33.179783,13
dic,-9.9458,-9.777472,13
surprises,13.449728,-7.353959,13
tellin,15.787589,16.32649,13
yigkjvxjjy,-21.981218,48.9804,13
smock,-21.97266,48.98187,13
kuib,21.403133,30.079876,13
defeating,18.295135,7.478583,13
tizzywoman,-54.619568,-3.7210472,13
thinkoneworld,14.183442,-17.307617,13
asavagenation,22.249119,17.67149,13
pit,5.4548645,17.274473,13
kewhittington,35.147846,-1.5097901,13
vanessacvenus,-31.853664,8.819862,13
giu,13.311029,31.882576,13
golfs,35.3485,-14.228901,13
tactical,29.315922,16.271936,13
sinks,12.49901,-13.659121,13
witenesses,33.16292,23.65116,13
unarou,60.669674,15.369106,13
ellen,40.76684,-2.0828867,13
judicia,16.948328,5.418593,13
regain,5.235657,32.509243,13
persecution,6.8165555,-8.169787,13
electile,60.798008,15.383116,13
ln,10.5920315,18.820705,13
pearls,16.144945,45.6731,13
strangely,-5.0329576,-4.976753,13
jrehling,6.738709,-3.0821385,13
medicvet,2.3460033,5.93837,13
wks,33.392406,-25.32166,13
destabilizing,60.811344,15.250587,13
debramessing,15.383759,4.653517,13
politicalshort,11.263656,10.590522,13
import,12.734497,-17.038284,13
trivial,-2.9713461,8.841217,13
ks,35.15617,24.514154,13
crpqdnko,-14.327472,17.414358,13
lvnancy,-10.230823,-32.533913,13
floats,-4.4753413,9.993858,13
johncleese,19.035046,23.174196,13
eeefzv,19.437391,10.85297,13
amplify,-34.21254,0.79483527,13
grasping,38.701813,-12.546291,13
orcusa,2.6485431,29.871056,13
oblivion,14.0998335,42.83086,13
collar,11.809416,-42.16176,13
fore,16.004856,-32.365166,13
ahem,34.36601,24.879204,13
beast,-65.742256,-7.1961064,13
coronavirusus,-30.922688,-17.428478,13
oqz,46.76325,22.341038,13
israelusaforevr,37.733494,23.21223,13
breakingnews,28.980337,20.112041,13
oqw,37.864937,36.91094,13
mandatory,-43.29063,14.727506,13
ronald,27.602161,1.042423,13
discovery,17.518724,-6.6213794,13
qg,41.67417,25.793575,13
qzay,37.893246,36.88338,13
wakes,-15.798576,50.974617,13
stocks,-49.917248,12.28612,13
cows,-5.8937597,24.080704,13
dw,34.776142,18.143286,13
rey_sistance,6.931914,38.32063,13
studies,41.97001,-0.055956997,13
grou,-4.3845363,18.999817,13
amounts,-18.129309,-2.8698254,13
fir,16.560263,21.23099,13
snark,-19.137262,3.338836,13
lastlaughaemial,40.19699,32.735474,13
unfox,-20.569891,21.222713,13
robjh,22.367138,38.611485,13
cellphones,-37.10678,8.529449,13
ji,19.896013,21.689966,13
reich,8.916243,-14.407951,13
cp,28.513437,26.84247,13
retelling,25.195267,37.364017,13
reader,40.10368,-14.012519,13
nancylee,-40.195793,5.6241374,13
heats,-15.66754,50.68056,13
deceit,21.700926,37.99019,13
eddiezipperer,5.5006104,5.6176085,13
weapons,33.31465,1.0833433,13
dearly,36.216778,21.14342,13
senjohnkennedy,21.181458,24.866936,13
swiftly,7.7950177,24.071777,13
threadreaderapp,37.571278,25.329548,13
entrance,41.20153,-5.955893,13
evidently,25.400991,40.6054,13
backseat,25.90565,2.079814,13
salvo,-30.546875,-45.8887,13
colludy,25.080599,4.4359164,13
fictional,-7.439434,34.36437,13
thoroughbreds,51.70383,2.7867272,13
royblunt,22.000319,30.059584,13
sca,26.679792,-30.32586,13
elizabethethorp,29.724314,21.656794,13
diversions,10.426092,7.5808616,13
incumbents,39.48573,-14.366835,13
timetosaygood,-10.660074,7.45282,13
recusing,27.768038,-23.71615,13
pbcwnwgehs,32.5041,46.725647,13
testimo,-4.710293,57.083904,13
retort,-27.962275,45.507515,13
reliance,20.67726,1.0871521,13
ze,34.101128,7.1978765,13
graves,-33.083225,37.943726,13
whack,2.4469593,7.2071977,13
worlds,35.94519,6.0988564,13
nationalist,26.944998,-6.207866,13
hlaurora,21.824455,15.582512,13
