token,tsne_2_component_1,tsne_2_component_2,word_count
ranked,7.761216,-13.141562,5
plate,0.041706726,-0.8206744,5
adderalltrump,-2.2570262,2.1258647,5
intr,-11.669676,2.7183735,5
pdmegkmrqm,-16.764072,28.805643,5
nevadajack,-24.14391,-5.8487496,5
slitting,10.529342,0.5997891,5
bellabe,-33.32362,6.2795396,5
preser,-23.046713,22.541676,5
abdication,-38.399773,-48.55136,5
corroborated,13.526158,-13.338154,5
nottalemming,-54.242153,-11.992018,5
rapis,21.128532,8.267168,5
uponmsnbc,-72.091675,-25.68202,5
kava,15.2248955,11.076645,5
immediat,-5.1006184,-14.473035,5
primarily,6.657663,-21.705013,5
mariatcardona,-18.474436,-24.539267,5
charlesmblow,7.5192313,-32.172676,5
liberte,25.97128,15.318535,5
fringe,14.252317,-4.7309217,5
untold,-37.802048,-29.016647,5
newjeffct,-45.01823,9.2534275,5
repealing,15.424794,11.09214,5
ools,0.34188762,-12.542321,5
jameshohmann,11.979419,-8.4085245,5
dumbasses,-12.985289,-5.9244037,5
russianasset,-22.20468,2.1465561,5
rebelnurse,-47.14154,-16.561495,5
honeylight,-5.8912024,-11.889167,5
braved,19.380266,-38.649807,5
latch,-66.24301,-42.738262,5
fabricating,-58.98043,-26.997852,5
qasim,-24.7381,-61.591904,5
tattoo,29.22948,-17.853024,5
tarnish,-33.54186,-21.021929,5
ydx,25.796146,0.19069716,5
acquited,-10.713932,7.0011444,5
emurqpo,-14.525467,-12.313214,5
stimulu,-3.553,-18.515762,5
licence,-6.3588834,44.42463,5
disprove,0.53636,36.945557,5
bml_khubbard,-46.594456,-5.5235977,5
schmidt,-33.558075,-12.6756935,5
tally,-0.021400409,-21.926867,5
lhl,25.83913,0.1549353,5
itsafairday,-23.574406,4.5714035,5
astros,-9.170811,-19.790522,5
chills,-33.11496,-30.074598,5
pharma,-6.743609,-29.650066,5
utkq,-36.473457,-40.412025,5
herring,-22.981272,-42.35942,5
gopabomination,-63.3032,-28.451105,5
drjillstein,-17.438452,-3.9096608,5
gro,18.755533,-26.530622,5
unscrupulous,9.272803,20.39949,5
wah,16.095852,21.76497,5
realcaleblawson,-23.1674,-8.891554,5
coverupgop,-24.205854,4.230299,5
zealots,16.390474,-9.081721,5
milita,-5.52982,-22.635689,5
selloff,-6.3533597,-29.33732,5
isabellarowling,-4.425419,-29.277508,5
havent,-40.648407,-28.592922,5
misso,-12.053127,-52.25536,5
lyjzz,-0.3401069,9.239605,5
grips,-4.483332,-29.400764,5
banking,-11.107591,-22.187668,5
relationships,6.2416034,-7.674043,5
diane,-15.99975,-25.424118,5
ophidianpilot,-33.449753,-10.648272,5
enacting,-3.708921,-18.139172,5
wat,18.183178,-15.977819,5
behaved,-5.1054783,16.718752,5
coincided,-20.58814,-38.138687,5
slaughtered,-4.3315535,2.5554705,5
recycled,-25.67886,15.082502,5
mulv,-24.18037,-41.98582,5
orchest,13.683168,1.6100209,5
atqi,41.803932,19.125393,5
bega,-15.8925495,6.940871,5
martyr,0.012512758,-9.767115,5
airbases,-31.010958,-40.513905,5
ideal,13.375946,-6.5110607,5
medicine,-24.633345,-27.555632,5
btc,35.894726,4.0023117,5
coindesk,35.823803,4.032642,5
bgarlinghouse,6.2301626,2.743712,5
politicalorgy,-17.221312,-24.503315,5
cbcnews,6.7874413,-1.6956227,5
katenocera,22.309204,-5.477887,5
yqkzhkabdb,-43.497673,26.640839,5
gbvv,-60.106586,-37.459095,5
marthaarhine,24.150532,-10.401996,5
tb_times,41.905003,19.166744,5
informant,15.091085,-15.269453,5
metric,-15.060424,-43.286457,5
luskin,35.29601,-7.4761252,5
vox,-3.244517,3.07514,5
nypdtransit,23.410587,13.683145,5
ree,-9.656487,-24.921864,5
realdavidrush,-35.111385,-2.8288064,5
rushmore,16.510662,-11.398304,5
scrub,-43.302593,-9.812538,5
whitmer,4.9670463,-48.89999,5
littered,-39.216087,18.175741,5
alaskan_patriot,-35.098957,-22.93396,5
jc,-14.463719,-29.92955,5
dpakman,-34.81175,-2.9417462,5
eathbound,-16.085241,-22.08676,5
provocations,-4.583132,-36.267048,5
htownrush,-3.939154,-0.93903774,5
clandestine,3.1032023,-15.6474,5
suzb,-24.884129,9.354495,5
devinpandy,-30.358057,-39.979416,5
plated,2.941367,-43.469795,5
ripp,-46.457638,-45.170704,5
corrupttrump,11.692002,8.43492,5
inculpatory,-31.235079,32.38187,5
creditannie,-44.945454,-31.956158,5
gretchen,4.966524,-48.90042,5
royally,-22.325848,-7.3081346,5
healthcaredive,30.782734,30.046482,5
puzzles,-19.929838,29.82628,5
fitch,30.795588,30.043175,5
dampen,30.806145,30.046415,5
exhibited,-16.73708,-33.389587,5
xq,0.5137423,0.55808556,5
frank_schaeffer,-13.536209,-22.1626,5
andypuzder,7.994282,-4.9874763,5
validity,-26.234861,-38.916153,5
mattgaetzdui,-5.9385133,17.978525,5
cmseeberger,-55.27376,-18.731478,5
withdrew,-44.491478,-38.618553,5
immature,-6.699262,17.579428,5
factsfirst,-7.8999314,-19.990223,5
mirroring,-23.019762,-43.93855,5
allegedl,10.366498,-30.958744,5
confli,-37.398506,-22.26265,5
factoid,-2.2831998,8.087611,5
stornoway_cove,-2.278521,8.10557,5
argui,-8.389379,7.1027617,5
deadder,33.85445,18.116047,5
mothers,15.128016,-8.23315,5
unify,27.71987,-10.34613,5
mister,-23.701237,-25.66507,5
marsh,15.750804,-8.605713,5
adjective,11.838257,-31.139217,5
sergiojsiano,-21.737658,-16.027334,5
adjourns,-15.582469,16.232044,5
ruins,-15.179753,-41.82962,5
cahnemily,-18.037338,-0.019507887,5
classes,-29.368212,-36.98114,5
gorilla,-19.632696,2.0546281,5
mornings,13.160928,-29.267729,5
opting,0.6893005,-14.937206,5
pqndn,-22.988651,-52.880356,5
panicky,-51.54508,-9.726406,5
sponsoring,-38.37067,-24.408741,5
bjr,-36.75054,-11.280614,5
donald_j_putin,-11.926065,7.0289207,5
canny,-48.904762,14.117079,5
lidicul,13.9936285,-46.600018,5
pickering,-55.340733,-47.02012,5
rigs,-10.565622,-0.63791335,5
tweetstorms,25.082611,0.857372,5
kabimbels,-6.044887,-2.4537992,5
hbzlcqw,-13.2661,14.091424,5
elated,-59.82395,-34.25548,5
erica,-7.2649074,-58.19854,5
klepper,21.887705,1.1476033,5
fork,-58.042213,-33.638638,5
pontificating,5.7232614,-15.658519,5
earring,20.501646,-29.279907,5
sollenbergerrc,-14.851634,-34.111626,5
ticks,-45.80371,13.760966,5
lakota,20.487156,-29.280268,5
wdwmzfw,-13.075438,17.799202,5
lukerussell,-26.202044,-35.50122,5
eviscerates,5.015594,4.7300897,5
fkdgd,-33.06711,9.097523,5
vicariously,-33.085064,-51.00098,5
bjp,16.897392,13.004322,5
bzrxlsszr,-43.475117,-53.748814,5
bombed,11.46789,-11.090645,5
qtsflegrms,30.79734,30.046537,5
rapidly,9.135643,-9.113441,5
chuckles,10.013773,3.1374338,5
obex,23.962856,-0.04815611,5
senbooker,-14.931479,-22.017366,5
unmitigated,24.48695,-18.203669,5
delegitimize,9.194776,-34.00744,5
clinto,-16.447393,-38.580048,5
romn,-32.597603,-12.694974,5
flushed,-35.120045,-51.055077,5
villains,-14.066966,-24.11021,5
zqx,23.974009,-0.067864515,5
zlcn,23.933598,-0.08342211,5
aqnjrl,-19.376896,-43.94121,5
refus,-29.811253,-24.409243,5
qyi,-12.505041,15.290628,5
gopfail,-5.163979,12.005525,5
worsened,15.862303,-16.384909,5
smdh,-12.395486,12.505365,5
pct,37.874325,27.302122,5
alandershowiz,30.50256,-16.640846,5
startribune,6.358859,-2.3847675,5
mandating,0.56028044,6.610528,5
saylesjon,-38.891827,-22.750637,5
edith_ambra,19.099863,14.318563,5
nfil,33.530018,-21.889444,5
tuesdaymorning,-7.188102,1.3395338,5
ashoq,5.699601,22.411509,5
fnhi,5.6436443,22.441896,5
viability,1.8877783,-19.422209,5
obeisanc,18.814041,0.7922847,5
lighting,20.648376,-3.1245208,5
lynnoftrumpland,-45.032337,5.9870048,5
jjuzu,33.528343,-21.889412,5
adjusting,39.71147,2.2745361,5
canadensismax,-13.955528,-0.40696466,5
epa,12.075759,1.8851675,5
distancing,14.708435,0.23845914,5
tglmhxppjk,-50.486877,0.15670873,5
mitchsnyder,16.710655,13.281365,5
worldwar,0.6996433,-15.052735,5
singlehandedly,-1.734006,-2.2347198,5
dcdretblue,15.982348,12.581639,5
hostility,4.0581923,-14.830528,5
locking,-48.439026,12.728304,5
dai,12.278608,-4.4240756,5
esscurve,30.489464,-16.633564,5
estimating,46.729145,-13.451933,5
tmf,38.581974,25.113264,5
genz,19.123192,19.80753,5
tylerwhas,-18.29222,-34.736927,5
whas,-7.064621,10.598246,5
wider,-7.8564596,4.399487,5
fakechristians,21.856108,18.667212,5
distilled,-37.66463,-34.00954,5
patricia,17.177889,11.944531,5
comptroller,28.313625,-4.106954,5
blremshardt,1.8809073,9.314835,5
cunt,-9.659935,8.125211,5
dummies,3.9434848,-33.883274,5
tips,-59.949696,-43.718433,5
hlv,19.62531,6.0990715,5
waged,-69.11239,-27.211884,5
bodes,2.9094229,14.169588,5
oyzc,38.604156,25.184177,5
offences,-22.970514,-3.7612758,5
vz,-8.333279,-16.245378,5
maxinewaters,-4.786267,4.6205387,5
ajplus,-35.08952,8.277284,5
bridget_joy_,-3.1055918,-7.5951133,5
bakoff,-46.394157,-18.115698,5
mtwgdk,5.197174,21.491417,5
iamdawnm,-3.4828799,-8.368896,5
rad,-10.546698,-12.09099,5
sxqnjcx,-22.832008,14.432986,5
versa,27.196627,-24.80459,5
siloes,27.234503,-24.78758,5
nap,5.601441,-21.8238,5
neighbours,18.01962,39.597836,5
kellyo,-29.971195,-3.1097462,5
gayrepublicswag,-26.281044,-25.61056,5
tom_winter,-0.87173915,7.186648,5
katewilton,28.25217,6.5691047,5
qualifying,-9.555481,3.562214,5
lucymcaldwell,10.219815,5.329615,5
taxscam,-4.5232463,-28.565907,5
swayed,14.307006,-17.245424,5
bomber,4.469988,-20.30454,5
defa,-21.047264,36.81602,5
emasculate,-2.4166088,12.720408,5
disheartening,-48.97207,-8.197456,5
rhiles,9.910788,7.829355,5
downsized,22.956612,-41.570557,5
hultmark_mark,4.91126,7.0956426,5
reshaped,-0.87446177,-41.92005,5
intervi,6.252322,2.9664824,5
lodging,14.523091,31.99629,5
mxngqtwkk,-0.4419601,-27.61195,5
shy,-34.609634,-20.692652,5
billcassidy,-19.178608,-20.734879,5
repdavideprice,19.374315,11.493145,5
ninaturner,-67.953766,-42.694965,5
instability,-53.087456,-16.410416,5
perceives,-53.61797,-28.295359,5
joaquin,26.269457,18.540142,5
sayitunderoath,-68.49099,-17.337992,5
chuckwendig,10.036173,-36.284607,5
rtmcfadyen,-8.975613,-1.9307325,5
manual,-63.263832,-31.796574,5
ramped,-16.71566,48.92247,5
pulitzer,9.768315,-11.924872,5
vaughnhillyard,-67.94895,-42.691624,5
doom,-16.696514,-20.538008,5
sittin,-19.850922,-50.464413,5
millie__weaver,1.6033561,-16.301748,5
adhere,-34.52089,-27.266369,5
elicit,-25.433462,-3.3133326,5
dondirtyharry,21.600811,22.038414,5
congresspeople,-26.520529,-28.742723,5
moan,17.61608,-17.936317,5
clearing,-37.967472,-35.30628,5
brig,29.62166,-2.1230233,5
insufficient,-41.446842,3.8302882,5
jamielindsay,-2.083114,-4.008529,5
fastidiously,-42.795273,0.51804847,5
xmurics,-16.662804,5.066056,5
akd,21.508629,-16.176607,5
gops,-30.057037,-25.36263,5
intact,6.6444144,-38.20178,5
myplace,4.739395,-18.90728,5
quarantined,-46.47542,-53.147694,5
syndicate,-57.08132,-21.662487,5
fateful,17.923443,41.157185,5
linds,-31.678345,-5.866881,5
crediting,26.019215,-35.932083,5
jacket,-8.676706,-0.99859196,5
renocow,23.91209,21.095642,5
amet,8.970101,-35.18108,5
baier,21.667984,-9.119701,5
fauci,7.7913327,-11.309464,5
swaldell,-2.305741,-26.372784,5
xhqsyc,-55.960705,-17.277477,5
paves,-63.001953,-12.199311,5
roypentland,40.434288,28.55327,5
dqmqmvfea,29.745298,-12.35254,5
joeperticone,4.056487,-7.7690315,5
allan,-15.364159,24.407242,5
realsugarlily,17.254965,11.4432535,5
sundance,35.581635,21.945572,5
graha,35.752213,17.600006,5
supervisor,35.80064,17.519182,5
zwack,29.638899,-2.0811448,5
saveusa,-60.455566,-37.097828,5
nabilahforga,-59.34778,-18.79147,5
mccusker,10.677804,7.1113415,5
dewestmusic,-23.140762,-4.8526506,5
wubb,8.611482,6.7059064,5
inspiration,-13.4653225,-46.588947,5
filth,10.94659,20.734268,5
compilation,-18.511728,-42.220055,5
palpable,15.241195,-15.224474,5
computers,-14.359911,22.725927,5
cafeteria,-12.19184,-4.8365254,5
thereval,-4.7914963,-24.121204,5
oathofoffice,22.654812,10.305576,5
reploisfrankel,-11.5848875,-5.152828,5
enoughisenough,-3.3866546,5.3698397,5
crawling,-17.562372,-41.039047,5
heinz,-17.661701,-54.554413,5
bencjacobs,-36.630604,-10.122093,5
alw,-22.173378,-5.35096,5
khashog,34.30479,15.316228,5
indivisiblevent,-41.111523,-42.673874,5
kevingfox,6.190925,7.692819,5
tele,-20.112331,-45.215435,5
jason_meister,-7.5385404,0.02606004,5
statem,-24.629322,-39.164913,5
tad,-47.88715,-23.474031,5
wsi,29.739733,9.8390665,5
senatortomudall,11.0261,-7.8233213,5
impatient,43.61926,-14.465712,5
gll,-0.6691838,12.285391,5
impo,-7.3208203,21.418358,5
qff,29.765532,9.828087,5
newdayfornj,-42.7102,-19.946772,5
cale,-28.82754,-2.8615217,5
slaves,-41.78165,-20.908045,5
tai,8.619431,6.70877,5
rafale,-13.080228,-0.82191217,5
xarmandkleinx,11.926791,-28.941109,5
chrisdjackson,-21.22825,-38.023464,5
enacted,-41.607983,-29.74281,5
mrsperrin,39.34809,27.61468,5
obt,-18.722376,1.99946,5
culminated,21.825006,-26.467823,5
cindysiegeltx,-23.088703,7.9807878,5
jameslindholm,-23.339369,-0.24850273,5
ktnq,23.652489,23.899176,5
irrele,-17.636549,6.0647917,5
buys,-11.787377,2.5100224,5
journos,-22.797003,-14.74288,5
venom,6.16605,2.9288857,5
tepid,-62.322086,-9.982372,5
platforms,-50.957264,4.859118,5
jmeacham,9.742515,14.344865,5
nathale,-9.5234375,-12.700754,5
peers,-25.526327,-37.436028,5
atmosphere,-27.614431,-6.508196,5
dicks,-2.8975925,2.961907,5
isabellabc,-57.907494,-7.1165285,5
masks,-8.848436,-19.91298,5
litter,25.715622,19.925552,5
poker,14.842231,-22.722464,5
treasonseason,-57.10037,6.3770704,5
buzzkill,-61.40221,-2.3160586,5
suspersists,-15.126586,-35.343964,5
greschenthaler,-49.961452,-40.999817,5
laurelramoser,-54.6899,-0.03569887,5
jemelehill,17.982615,-0.7663409,5
pdt,0.1161488,18.82098,5
establishing,32.43659,19.489822,5
kadtz,5.203831,6.9770913,5
nyxdhk,-2.5268528,35.69452,5
inherently,26.532425,15.910836,5
teddy,-36.145924,-10.688411,5
betty,-27.994665,-35.359406,5
justsaytruthnow,-66.66402,-34.864006,5
activated,23.713274,-7.2903013,5
ferguson,21.663939,-4.285977,5
mobilizing,-66.7234,-28.173939,5
anchorage,11.949395,-3.533623,5
lyinglindsey,38.074287,15.333819,5
endangers,-23.598122,-19.573423,5
dprk,8.542699,-4.757056,5
lewisformn,-48.054558,-28.57517,5
vfi,1.4833345,15.241593,5
stares,1.1872194,3.2891867,5
relatively,-12.015815,-3.8976269,5
hatched,-35.5542,-35.669117,5
nexus,-67.97607,-30.137817,5
ppollingnumbers,-60.58189,-41.454155,5
kessenao,11.343637,4.5345907,5
mollie,3.5160718,27.847,5
untouchable,-44.318913,-8.585173,5
jungle,-2.586857,0.68626577,5
unitedvotered,-30.039373,-9.263,5
jkbjournalist,3.2735765,-2.2761252,5
remin,25.769035,-2.3732445,5
szauwye,1.5577239,-33.031643,5
unpardonable,-13.758568,7.385875,5
scientists,-2.0738528,1.0935895,5
effects,-38.64399,-36.297432,5
xus,-2.5194669,35.6986,5
jalz,7.329124,16.145573,5
creation,14.217637,-5.0143566,5
osfnarpm,12.08926,36.98215,5
rotates,-19.301392,-54.57123,5
anatomy,-19.287127,-54.56055,5
presumabl,20.70396,16.566698,5
snowing,26.04319,-1.3039241,5
facial,33.257538,22.289087,5
mismanagement,-7.6092563,-8.145153,5
blob,7.298016,9.550619,5
ebruenig,31.458738,-14.36083,5
acknowle,-2.730806,26.464645,5
universally,29.667387,16.429075,5
shined,-7.022415,-46.22851,5
abundant,-35.2394,-25.956163,5
grumpy,-57.293907,2.3460827,5
hypothesis,-30.312597,29.353737,5
avumhopivj,10.9288645,16.999464,5
invisible,7.580611,-27.817904,5
pramilajayapal,6.5738034,4.836986,5
speakerpe,-28.191431,-11.396507,5
vjuwb,-31.908499,-8.3769245,5
kirk_,-41.87827,-15.513428,5
zevshalev,-57.197742,-8.42614,5
replacement,-7.6674047,13.07022,5
putinspuppets,-2.3554518,-21.549461,5
sardonic,11.986666,37.072468,5
kimksavesworld,1.1878402,-14.882358,5
frowny,26.244898,-27.954842,5
reptomcoleman,-22.688126,-0.033213317,5
horrors,-27.875486,-32.101585,5
toddzwillich,-41.81955,9.856028,5
rainbows,31.507315,10.435817,5
worsening,1.1483035,-4.149036,5
senjohnthune,0.1306854,-4.59609,5
mondaymorning,17.052994,-14.997438,5
gpibgirq,-36.78785,-15.486055,5
inoud,9.489859,-29.326855,5
index,26.957516,4.005541,5
betcha,-50.543823,-37.142906,5
rope,-57.04194,-19.88899,5
genera,6.372908,-36.19108,5
millenpolitics,-0.29626116,-0.88150674,5
gaseous,-13.552608,15.460548,5
alesandro,17.171928,11.912069,5
marshals,-33.606903,16.561281,5
jdice,-49.276115,-1.6773176,5
superman,-1.6342337,32.590263,5
mitchkosterman,-71.08233,-12.70872,5
acco,-29.873812,-40.914143,5
comparisons,-32.804825,1.9532725,5
willbenton,12.380445,-30.069614,5
actuall,15.705127,0.6863347,5
der_schweizer,17.839909,21.061138,5
lsj,20.130325,7.697404,5
confuses,-43.979397,-13.431954,5
wrongful,-8.0776615,-26.193699,5
schiftyschiff,-26.897026,23.951382,5
twitmo_inmate,34.4895,25.141243,5
jojofaiman,-28.768093,-53.361774,5
quisling,14.068221,-4.5002313,5
dhl,3.3752894,4.302195,5
trumpettes,13.008326,-41.16188,5
barring,-60.158436,-8.487572,5
iwfkjffp,-28.441523,-25.592688,5
unc,21.620955,20.866533,5
bids,16.67084,5.3376403,5
badluck_jones,10.096837,-15.119446,5
amym,-5.2338705,2.541752,5
kentgreenfield,2.3332355,-17.710627,5
fwx,-56.87423,-41.184475,5
honeysuckle,31.497627,10.449514,5
podcasts,-9.665194,9.173032,5
barryrchapman,-57.764805,-52.268665,5
khd,18.984926,25.334108,5
awi,18.965092,25.319832,5
candidat,-18.191568,-56.496807,5
philosophy,6.2938237,7.878418,5
tightens,-37.48266,-50.916893,5
issa,-17.216034,15.532444,5
rted,-65.40953,-18.128979,5
obstructi,-59.801643,-37.11156,5
epoch,-58.366234,-43.860367,5
nocovfefehere,41.75346,29.84748,5
eviljohnsavage,-6.686869,-20.54212,5
elizabethwarren,-18.711939,15.354947,5
roa,-62.352287,-43.93899,5
anonymou,-56.436264,-48.841923,5
auto,-17.44994,-8.401358,5
xenodizzy,17.846796,21.039923,5
outsmarted,-4.613968,27.56098,5
dumbfounded,11.746111,2.0193992,5
emphasizing,-50.17295,-29.166925,5
ccokermn,-18.423151,-20.564745,5
senatorrounds,-61.053185,-44.349407,5
factory,-1.1086801,3.000367,5
grenade,0.6697503,-49.280117,5
comrade,-16.73581,-43.967857,5
fifty,-1.692955,-52.13464,5
dmrdynamics,-28.096178,5.342626,5
fras,-15.256457,-13.008429,5
blavat,41.70496,-9.459412,5
arrange,-65.24667,-9.440521,5
charlesfinch,-24.331749,1.0545844,5
forge,27.268341,-29.952042,5
glaringly,-57.713535,-18.332508,5
adoption,-22.0005,-12.878293,5
rubin,18.836813,-16.985138,5
insidesources,43.521915,-13.611118,5
yzcowkttli,-43.16837,-2.9461508,5
lygnrayldw,-42.61873,-39.85762,5
cmccbyfaith,0.20904864,10.789824,5
medwoman,33.675858,28.827164,5
civics_junky,8.931067,8.005067,5
dbdant,-45.798824,-23.703337,5
clocked,10.763002,-34.253494,5
thouartvandelay,0.63663334,5.376026,5
fusion,-27.916113,-42.574913,5
refusefascism,9.2994585,-32.442104,5
delegated,-65.12349,-31.337326,5
unconst,-22.142529,15.76275,5
bets,-46.242943,-35.908768,5
rssn,9.403697,15.626093,5
troubles,-57.02218,-24.58943,5
heartening,-23.758657,1.9051907,5
seantdel,33.727802,28.757973,5
scholarships,14.99816,-41.127964,5
mattbatzel,-35.992302,7.033093,5
pomp,18.903503,-25.592026,5
aggressively,-56.633507,-39.901558,5
trench,29.004656,-11.673041,5
horo,24.905424,5.7643976,5
westernmainecc,-41.44239,-10.633796,5
timodc,-56.62968,-18.383131,5
fourcatnite,3.9153538,13.465713,5
johnkasich,9.912054,-35.64387,5
natureofthings,3.4765692,6.862767,5
enrolled,-15.285764,29.630903,5
contacting,-45.929535,-45.610756,5
degrading,7.2602196,-14.267022,5
zkrn,7.0624,13.211675,5
soioistioey,-4.561766,10.904842,5
skskksksms,-4.5767717,10.896698,5
ethanjsomers,-19.903347,2.2247167,5
acquital,-35.03901,-41.158257,5
fbizu,30.637264,5.5547514,5
kato,26.732529,-26.546392,5
profanity,24.106253,6.9045677,5
hoaxer,28.66892,5.2970176,5
jlove,-39.06019,11.766782,5
watchyourrepssc,-58.539814,-17.611425,5
exjon,-48.721714,2.2726917,5
guru,-8.515217,-3.7080853,5
imperial,-62.694866,-36.620945,5
eliminates,10.03641,22.344543,5
resided,8.0099535,28.220818,5
comt,-63.319706,-32.219547,5
nurses,6.1465087,-28.218523,5
nth,5.7196894,-11.024864,5
presently,6.330983,27.891273,5
alexzfinley,-21.600891,8.503182,5
tribalism,13.690738,-3.5953696,5
chomping,10.500185,-34.878212,5
compla,-6.9682164,-6.9048424,5
janettxblessed,-3.1950448,1.5117538,5
disapproves,-45.07886,-47.842144,5
amarimow,-35.21313,-2.3777716,5
glennkesslerwp,-30.568392,-49.417545,5
dershowtiz,17.302387,9.874749,5
digit,-11.089885,-24.799051,5
pulpit,8.795573,-0.89524007,5
tribute,22.871181,-28.220812,5
germaphobe,37.8627,17.141338,5
daschle,-12.983616,-26.27645,5
desc_sam,-28.701822,-48.955395,5
strikingly,-19.838802,-8.727716,5
tuyqtc,-44.292213,12.491184,5
airs,34.190144,7.2677693,5
institutional,-6.7446723,-39.71796,5
ugpkzqfwi,-7.1818223,-21.784256,5
likewise,3.601804,3.294599,5
dotarddonald,23.099432,22.21511,5
absolu,-35.468533,22.15886,5
pvsazzkz,-18.506716,21.778387,5
viewpoint,14.2009535,-15.932421,5
trumpsalert,8.611381,15.216072,5
issu,8.062699,-9.283909,5
impeqched,23.10329,22.226978,5
bfry,-16.049551,-57.623375,5
ktforbiden,-20.326405,-9.514037,5
magaxxoo,-32.54528,-29.548592,5
penc,-22.262312,-18.535337,5
unindicted,-7.5284557,-35.665394,5
pattikimble,40.05506,28.521505,5
autocrats,-41.020996,-44.05923,5
autarkh,-1.4704444,4.125143,5
americanmohawk,-30.41193,-3.2192461,5
amanpour,-27.56238,-55.2215,5
foil,1.90062,-26.809431,5
owenawhaley,-5.226046,-15.845924,5
auq,10.982458,15.804631,5
definite,-13.592484,-20.81658,5
favorably,-1.8785319,-23.915794,5
enlightening,10.959202,-14.373964,5
agwilliambarr,37.662006,-13.345796,5
dunno,-28.604935,12.688243,5
stlygkjmx,-9.063449,25.481518,5
nhrz,10.97461,15.820796,5
whiteness,3.1458273,-19.155882,5
jackiefarnham,-60.699924,-11.913964,5
netretired,-20.617962,0.86254334,5
garciajr,9.196388,23.518064,5
reuniting,14.990277,-41.13321,5
axewooned,9.230516,23.52118,5
salts,5.2364225,32.45357,5
noo,-11.961133,27.682838,5
vacancies,-44.60155,-36.69957,5
rmfortune,-5.590261,27.834282,5
shattering,-1.7331198,11.89319,5
deemoney,17.884243,7.9374104,5
papa,-3.0645542,1.6778531,5
phon,-31.98572,3.1311772,5
euy,18.398506,6.665039,5
slipped,-4.5986056,-7.295828,5
choir,17.101505,-16.831295,5
sqkg,18.31547,6.6357255,5
crookeddonald,-19.996479,-4.647325,5
documentati,-40.253075,-39.369198,5
womenfortrump,-9.5662,-1.1479923,5
joans,-39.5964,-10.282192,5
bungarsargon,14.9270525,12.124358,5
qdh,-26.860632,-51.520298,5
ekcj,-2.7265995,11.244545,5
faulty,-19.979738,-16.211466,5
kapilsibal,32.28955,18.014738,5
lsavpig,-19.330994,21.921257,5
patikroll,-20.631077,13.632732,5
mattmurph,-44.823772,-10.550158,5
lugbimc,10.235715,-6.956101,5
devinnunescow,-24.128345,0.6198816,5
richiefed,-33.845356,-20.085783,5
gaming,-13.140146,-44.89862,5
yasminv,24.697884,-11.505768,5
deangloster,-19.777084,-29.878868,5
mkk,-28.847637,-56.62286,5
ugl,-4.7592516,29.508747,5
pszveg,-4.7644987,29.477488,5
realistic,-56.97789,-19.834644,5
hxicnidags,-5.5303297,27.776144,5
voue,-24.913612,7.6880083,5
democracyjourno,-42.524162,-20.730635,5
coleyworld,-18.71869,-10.273127,5
bvbemdrp,-17.293415,-17.319698,5
perfor,0.25008804,-22.706722,5
cbr,6.9845138,22.594088,5
appr,-14.791771,-28.146107,5
shitpost,7.9022427,-41.276745,5
ttv,6.996243,22.608467,5
redemption,-0.92675716,7.400792,5
libel,26.593904,12.270441,5
ohhh,7.961331,-2.4180553,5
mutually,-47.01282,-7.5436616,5
psyche,15.596149,-33.911446,5
veqollexmo,15.603063,-33.914276,5
exaggerated,-42.826,-22.88795,5
tapping,6.4071383,-15.92809,5
implosion,20.61851,-11.740175,5
moscowm,4.5777526,-9.477234,5
pna,14.754637,16.552647,5
inktomi,-7.874672,-2.4419277,5
defused,-46.896008,-48.862766,5
incurious,31.036724,1.1175656,5
hustusmichael,31.204256,27.728924,5
rhode,16.56669,-14.226201,5
internationally,-58.61463,-17.327015,5
rioz,15.090947,-28.34709,5
cuinw,15.096223,-28.35257,5
mul,-15.0242195,-8.867721,5
bczmstix,-16.45572,-40.594467,5
billhagertytn,-46.84436,-30.37196,5
goalposts,2.0763533,-8.509545,5
hdpf,14.751887,16.567802,5
rarest,-62.884647,-35.78367,5
overlooked,10.860269,-6.3663754,5
eminem,24.740189,22.571619,5
belatedly,-61.292892,-14.52169,5
cripple,-67.17376,-11.075538,5
selfie,-33.879585,-0.3137107,5
moderat,-3.625081,-5.6561947,5
differential,-32.123882,-46.03612,5
alaynatreene,-0.2134181,24.395771,5
pms,-4.2786326,-13.58525,5
anon,19.296148,-17.78212,5
mckinnon,29.533607,-23.134499,5
hvvbulvnce,6.7981486,-18.488182,5
passively,8.835889,1.5443898,5
mooncatadams,34.087868,23.383492,5
trampled,-57.211277,-36.734097,5
intently,13.0346775,-16.548481,5
mostlylogic,-4.42722,18.956156,5
dershow,-53.24079,-52.18933,5
bungling,-39.80698,-34.25814,5
slurs,7.7878437,-4.244011,5
drtommartinphd,-19.24594,1.096764,5
acha,-11.822918,-14.842667,5
mspdcalikag,-11.280632,12.288667,5
roped,3.3297296,-23.938698,5
ful,-16.12719,8.133451,5
juvenile,-16.927874,-4.316768,5
mna,33.788033,-17.429667,5
rkx,-10.342015,30.173515,5
kka,-22.854708,12.430084,5
mainstreet,18.570248,-43.351986,5
bravest,26.793884,20.911581,5
lows,-34.672546,-37.277927,5
naw,14.807588,7.8770647,5
craving,-6.4712963,-56.051453,5
alluding,15.013698,-41.127556,5
spokeswoman,8.347642,-33.17162,5
