token,umap_2_component_1,umap_2_component_2,word_count
scholarship,-3.0091531,11.002009,11
lawyering,-4.025755,9.5835,11
howedefendsusa,-3.4649177,7.944531,11
gogoi,-2.9146817,12.475482,11
pats,-4.797545,9.00935,11
tommyhicksgop,-3.285665,6.039245,11
ajcydudlf,-4.7382016,10.403388,11
ffol,-3.74278,9.921122,11
morality,-2.9159188,10.473154,11
racial,-3.0400937,10.512188,11
solo,-4.064264,8.743052,11
loosely,-5.1978083,8.744709,11
hps,-2.8737943,11.854113,11
indulge,-3.670273,9.058602,11
billywarpinjur,-4.044655,9.537867,11
bmac,-3.863028,11.857182,11
jvharris,-4.3529325,4.67576,11
votesamuelwill,-4.376822,9.145746,11
cunningham,-2.402069,4.4690366,11
implodes,-3.4026117,12.215885,11
giveaway,-3.497025,7.1613874,11
awlwood,-1.7885103,13.15202,11
joinery,-1.8308716,13.105087,11
xqxm,-1.376912,9.342093,11
poop,-2.6623845,12.187187,11
cgtby,-1.3456292,9.455385,11
casting,-4.1437726,5.787722,11
deniro,-2.8514493,12.6146965,11
farewell,-3.9511943,10.772497,11
pounds,-3.4562433,7.5359507,11
extends,-3.107453,8.839247,11
devon,-1.8481724,13.193873,11
dsitrwa,-2.5756738,8.990223,11
gasping,-3.2910209,10.236426,11
rattle,-2.9262347,9.954084,11
dyro,-4.5479083,11.073592,11
medicaid,-3.9708254,9.8370285,11
brutally,-3.1594784,8.641933,11
appalachia,-2.9224412,11.770981,11
poin,-2.3233566,4.6544204,11
pauoo,-3.6362846,9.82194,11
kenyan,-3.8568165,10.06652,11
zufup,-3.4412181,9.651108,11
caro,-2.8188708,11.4536495,11
miriam,-3.4329238,11.846293,11
barry,-4.092809,10.343204,11
dealer,-4.8952956,8.461885,11
shitty,-4.748053,7.955122,11
colbert,-4.184596,11.101308,11
jeremynewberger,-3.05528,10.045392,11
whined,-2.0293362,10.741501,11
grandstanding,-3.9952562,8.68141,11
malign,-3.013552,3.3805642,11
clutching,-2.8824737,8.090856,11
fakepresident,-2.092511,11.811563,11
nimrods,-2.2259567,12.734174,11
a_of,-4.1356263,11.382611,11
roh,-3.2589214,12.216905,11
dismantled,-4.3207173,5.2285686,11
vocally,-1.8495587,10.358611,11
waltb,-3.9693215,11.213726,11
village,-3.6120324,10.743511,11
bolster,-3.4476786,3.481307,11
grundenleubner,-3.640501,12.104605,11
smears,-3.0409646,11.313352,11
recognizing,-3.6849515,11.815974,11
monument,-2.2862816,10.321394,11
christopherjm,-2.6041408,8.407024,11
cyber,-2.6400993,11.583107,11
ticking,-3.7718956,11.360835,11
underwent,-4.1343813,7.7603974,11
longest,-2.3731272,11.315803,11
patton,-4.07295,11.084299,11
terry,-4.045684,10.826068,11
merrirrro,-4.749391,8.428297,11
xii,-4.7179384,10.467911,11
shaken,-3.7871382,6.423605,11
comrades,-3.990702,7.7149787,11
kfaulders,-3.6412027,11.969399,11
hwdl,-1.9449117,5.6863384,11
artists,-4.2033362,11.189096,11
carlton,-0.81623846,11.715248,11
jvotes,-3.0915318,9.033726,11
tacit,-2.2375288,8.282733,11
moles,-2.089059,5.3866854,11
touché,-3.9771962,4.6436725,11
ruleoflaw,-4.0715156,11.757931,11
eva,-2.8507423,10.084104,11
idaho,-2.934365,11.650479,11
sideshow,-4.3697166,9.075528,11
baloney,-3.7896996,9.1496315,11
assisting,-3.0589445,12.00312,11
stockscout,-4.3742547,8.398216,11
gtmkkr,-2.5198991,12.027007,11
woc,-2.9299533,11.816606,11
photographed,-2.9892077,12.036063,11
financ,-3.1859527,12.089903,11
lawhawk,-4.892284,8.242665,11
tolerance,-2.879124,5.159645,11
outs,-4.1164336,11.106661,11
twists,-2.2393575,12.834555,11
menace,-4.7037163,9.807338,11
alvarezhashi,-2.6204245,5.4281707,11
cakes,-3.5494251,12.122965,11
camilla,-2.4500604,12.6926985,11
srcc,-3.8503678,8.279041,11
amazingly,-3.2388644,8.3519945,11
pq,-5.0972805,8.9045725,11
keen,-5.2228637,7.238553,11
pjmedia_com,-3.1903198,12.553873,11
neuro,-4.5155787,9.218373,11
concluding,-4.031059,10.515598,11
doubting,-2.1122203,9.240068,11
thou,-2.9182928,11.304387,11
peanut,-3.3586776,11.053357,11
michellemalkin,-2.9787917,6.4074354,11
animal,-3.8915548,11.777042,11
qignvew,-3.2640324,12.270285,11
lewins,-3.9160893,11.581826,11
solidly,-4.884164,7.1310744,11
erinbanco,-2.7932248,9.640789,11
unsuccessful,-4.1250606,8.644379,11
lackeys,-2.2308772,9.810292,11
oblivious,-4.3125587,10.003686,11
zombies,-4.0170326,11.188113,11
ucuzqkj,-3.955406,10.414554,11
jenna,-2.8323255,3.5481675,11
ws,-3.474073,12.419502,11
proble,-4.8462806,9.840206,11
blank,-3.6833937,7.1277895,11
surrogates,-2.80951,4.965184,11
sdyia,-1.3011286,9.980886,11
falsehood,-5.235824,9.116004,11
sentomcotton,-4.2975426,8.247267,11
gm,-4.9584975,9.546472,11
decorum,-2.738062,7.538395,11
pkcapitol,-4.0303907,11.642266,11
politicspot,-1.6155541,13.162823,11
collision,-2.5045424,5.8082194,11
brent_ugo,-4.0578337,11.533149,11
reelect,-1.8738767,9.897199,11
anacabrera,-3.373494,7.517411,11
qzkn,-2.9076574,12.9024,11
sassychickie,-4.5867534,9.582119,11
brush,-3.0946178,9.881705,11
greatness,-2.6966822,6.8779664,11
lindasuhler,-4.3015594,6.015467,11
advocates,-4.610254,5.231242,11
aspiring,-3.3598049,10.938217,11
competing,-4.859074,9.299647,11
yonwsqnri,-2.841213,3.4825191,11
ilvestoomas,-3.5160298,7.7593646,11
accounta,-4.2306776,7.8144107,11
devremembers,-2.8672087,12.293762,11
banged,-1.3068819,9.722955,11
fp,-3.5857558,11.519893,11
telephone,-3.0681322,10.334145,11
reprichhudson,-3.210485,12.539146,11
frenzy,-2.3679705,12.296102,11
glimpse,-3.5491104,11.976501,11
accompanying,-2.2399995,12.345876,11
uwvzruh,-4.324104,11.145097,11
intimidated,-3.5585103,12.166938,11
grades,-2.4708738,10.3454685,11
cortessteve,-4.4655113,10.090715,11
nadle,-3.2348323,12.623674,11
gf,-3.458931,11.967222,11
protctdemocracy,-3.2533307,7.4254436,11
kingston,-1.6680597,12.326384,11
nazis,-4.3486624,8.6522,11
arrives,-2.9804094,11.188352,11
spill,-3.3555937,7.0428348,11
sitti,-2.3381264,10.705709,11
oe,-4.470637,10.506878,11
dopes,-4.474649,10.024737,11
annihilation,-2.8451068,11.586621,11
baldwin,-4.1439996,8.842537,11
knb,-3.8309288,11.4553995,11
workin,-3.018956,9.78402,11
solicitor,-3.2517588,6.594002,11
thanked,-3.5118246,9.636575,11
conniving,-2.1082473,11.965346,11
semite,-3.7009642,9.545914,11
jaychpjones,-3.7560933,11.508698,11
hog,-2.9735537,7.8266306,11
cite,-4.7727256,5.107917,11
breakthrough,-4.8084984,10.127852,11
summarize,-4.0376387,4.7701316,11
oneterm,-2.8970265,10.845809,11
jimjordan,-4.5017695,10.922049,11
goodnightvienna,-2.8128197,11.760652,11
posse,-3.2938397,10.848273,11
lonely,-4.3233833,9.473578,11
horrific,-4.305139,10.373989,11
distinction,-3.7096152,11.938674,11
capacity,-3.0022342,11.770528,11
dui,-4.159777,8.856275,11
jedi_rey,-3.2110603,7.166956,11
thevaluesvoter,-4.7270226,8.841463,11
hose,-2.8242295,11.044378,11
joint,-3.6502838,11.64956,11
jgxf,-3.7415216,11.846833,11
oynif,-3.788762,11.740422,11
uninformed,-4.1093245,9.42222,11
lou_bruette,-1.3735958,13.379167,11
fla,-3.254456,11.7350645,11
tenth,-3.9191325,11.160722,11
ukyhtn,-3.6389134,11.093518,11
implore,-5.164141,7.034777,11
subp,-4.6260977,10.067814,11
cam,-3.334329,7.2491465,11
administrat,-3.7443335,5.6813154,11
jidk,-2.4550798,8.840045,11
amber_athey,-4.962027,6.4848065,11
boon,-2.8335564,6.0423255,11
gymbro,-2.915877,6.7259493,11
partners,-2.3391888,10.087805,11
shrewd,-3.6514952,10.606602,11
absurdist,-3.9885736,9.193347,11
chie,-4.788782,5.1821675,11
shoes,-2.8785293,9.740935,11
gq,-4.3685713,10.087739,11
predicting,-4.974183,5.969563,11
beycarters,-2.8151665,12.386973,11
fmqx,-1.8816026,10.5636,11
nightly,-4.7511964,6.702538,11
lapdog,-3.2840269,11.096818,11
tyrants,-2.5017488,11.5814295,11
arrogantly,-2.396137,11.495075,11
budgets,-2.8180594,9.499282,11
vie,-2.570026,12.621791,11
airport,-1.96622,10.162449,11
tos,-3.5041757,11.023505,11
tweak,-3.961463,4.2096214,11
unfai,-4.1632867,8.853717,11
nove,-4.157442,10.311226,11
thereby,-4.117339,11.4322815,11
blaze,-2.245396,5.3058968,11
napp,-1.5035752,12.19892,11
nazworth,-1.4345402,12.030385,11
inquired,-3.7301142,10.628879,11
goldberg,-3.2586849,12.19988,11
metsmaga,-2.838273,4.9249635,11
skeptical,-4.3165283,5.682292,11
occasions,-2.9108145,8.519696,11
ucxkgd,-4.46326,10.266638,11
tuesdaythoughts,-4.5448794,10.883633,11
awarding,-2.8649933,9.729639,11
mute,-3.2283373,5.6273494,11
prompts,-4.417068,11.189814,11
fres,-2.5388331,10.426343,11
morningconsult,-3.7546637,7.7332397,11
reiterate,-4.956304,6.3929405,11
swipes,-2.7188098,12.205898,11
skb_sara,-4.1177177,8.616868,11
fakechristian,-3.844925,11.845081,11
movements,-3.0199416,10.498807,11
leg,-3.888069,9.618611,11
yl,-3.6260736,12.055608,11
deepened,-2.8549638,9.298589,11
razor,-4.415654,9.360102,11
antithesis,-2.7257814,6.593742,11
buckling,-4.2897215,10.622523,11
battlefield,-3.4231977,9.8035345,11
inn,-3.0240614,7.0989075,11
taunts,-2.1583118,9.319819,11
loo,-4.7347174,10.366734,11
firsthan,-2.775478,12.760269,11
hw,-2.0228937,11.190423,11
wastes,-2.81407,8.464931,11
dcl_,-4.1092777,7.5602975,11
caging,-3.2969687,10.482339,11
spreadsheet,-1.9081655,10.376326,11
demcastusa,-2.6470618,10.959616,11
terrence,-2.9102907,10.841989,11
amd,-4.1174316,11.020704,11
fixing,-4.280904,8.293441,11
rspolitics,-3.2719305,4.496105,11
newyorkstateag,-2.0714295,12.694631,11
stash,-2.6668928,4.9541955,11
contenders,-2.9541237,8.683453,11
lobby,-2.2214277,11.435987,11
touches,-3.3545678,4.8541203,11
submitting,-3.6389997,8.297701,11
pandering,-3.2409837,11.684197,11
category,-3.1708038,6.363063,11
crappy,-2.734847,11.404892,11
precise,-3.4156032,10.86313,11
parrypierce,-4.2387724,7.2295136,11
fah_lo_me,-4.7362537,9.711549,11
jdphelu,-3.193496,8.976109,11
conscientious,-3.024993,12.38176,11
implicatio,-2.8119235,10.464715,11
creatures,-3.844334,4.6484265,11
coronaviru,-3.0452082,10.458018,11
loves_nra,-4.72349,9.214238,11
luh,-3.3256645,12.045591,11
rocking,-1.7450947,10.835507,11
clutch,-2.167864,10.344861,11
democracynow,-4.5408225,9.757553,11
episodes,-3.4389484,11.101662,11
unscriptedmike,-3.5493493,4.202191,11
doll,-3.5803645,5.946117,11
haaohaoo,-4.2175155,11.621751,11
vagyver,-3.683214,10.97534,11
materia,-1.6642642,11.182799,11
trusts,-3.8972456,6.746701,11
imbeciles,-2.6443312,10.2779045,11
mmdcm,-4.121269,7.294964,11
usgao,-3.2649205,9.946229,11
inducing,-3.6840734,6.8183856,11
demystify,-4.9254737,5.0184245,11
ritz,-0.8831332,11.690784,11
respec,-1.1382668,9.415943,11
breaker,-3.3793888,11.649356,11
upward,-4.463202,10.478766,11
maniac,-4.5788827,10.514975,11
periodic,-2.5560145,4.8631115,11
depravity,-3.7437186,9.425714,11
stinks,-3.914448,6.340614,11
senatorleahy,-3.8499238,9.162306,11
paycheck,-3.7802353,9.352163,11
chrisjansing,-3.3952515,8.361227,11
gretalwall,-4.1496186,8.671545,11
collectively,-2.3223639,8.51133,11
skills,-3.3107288,7.1029825,11
jz,-2.9432392,12.827744,11
switchboard,-3.6731238,11.159189,11
repandrecarson,-3.972356,7.7328877,11
fisc,-3.5699842,4.8726115,11
reprickallen,-4.9645753,6.738174,11
coverups,-3.376572,10.81053,11
hfg,-3.1103375,12.193872,11
unimaginable,-4.067526,11.6663475,11
neurological,-3.8227654,10.592674,11
linda,-1.5722101,10.858228,11
zrhscof,-3.6532764,12.173048,11
murkowsi,-3.0216033,6.4774985,11
divorce,-4.070955,9.072958,11
disapproval,-2.1058433,10.177836,11
mcas,-4.003899,10.161775,11
hredf,-3.0096066,12.614675,11
nonpartisan,-3.7565892,11.12947,11
marisakabas,-2.2626922,12.386151,11
bluetexas,-4.3971686,8.1080065,11
creek,-3.3779244,10.963749,11
critique,-4.999682,7.2963486,11
wsjopinion,-2.490952,8.613411,11
abet,-2.5249023,3.4222133,11
drshayphd,-4.9387026,6.0072627,11
fol,-3.974425,10.657205,11
flesh,-1.873981,9.913738,11
legitimize,-4.6002855,6.7062793,11
danaperino,-3.651301,11.560148,11
bonjs,-1.7104975,13.003162,11
thomoneil,-1.6051753,12.982157,11
rmzdxq,-2.1294231,13.079844,11
ywhvwnqhxn,-3.1490812,12.231721,11
giulia,-2.8557677,9.228008,11
nsoy,-3.1771405,12.660819,11
nwr,-3.0805821,12.683883,11
nugent,-2.4444926,10.414166,11
pregnancies,-3.7376769,12.252569,11
nota,-4.0143557,11.691748,11
ked,-1.0864164,9.400901,11
mikerjohnson,-2.4218926,12.633246,11
anyth,-3.2791255,11.491495,11
jmjeot,-2.865336,11.0408325,11
syowbxodmr,-2.7048323,12.055325,11
tickets,-2.5841205,7.422273,11
mas,-2.6015692,5.6579113,11
dhcz,-2.8786259,12.792579,11
uhuru,-2.8185215,12.798285,11
endure,-3.5634773,10.286565,11
state_of_wtf,-3.908854,11.276325,11
stocking,-3.5499876,11.9180155,11
loan,-3.022941,10.833004,11
fraction,-4.0571465,7.565065,11
birth,-4.7983,7.9543586,11
gravely,-3.7299643,5.6478233,11
distr,-4.607468,10.764615,11
slapping,-2.7246845,10.397676,11
atdavidhoffman,-4.567622,8.0740385,11
rossgarber,-3.0592015,5.106053,11
schultz,-3.4513357,8.295242,11
jonahdispatch,-4.747562,7.8184223,11
fygv,-2.8882434,12.776815,11
lover,-3.8999166,12.081095,11
pisses,-4.959477,8.800031,11
pact,-2.8986356,6.580992,11
bohx,-2.566522,11.51694,11
thegameak,-3.4225168,8.067626,11
overturned,-3.56727,11.055894,11
withstand,-3.851869,11.004109,11
rapid,-3.4882123,11.661303,11
wool,-3.7787576,8.158155,11
yopeu,-4.2184787,5.7323914,11
defendan,-4.6740594,9.890702,11
acquitta,-3.7759507,12.106454,11
guided,-4.1706734,10.424076,11
grifting,-3.3586478,10.73306,11
upswing,-3.0883045,11.240763,11
bargain,-2.7379203,10.321436,11
tt,-4.4373546,9.728446,11
commoncause,-4.801832,10.366401,11
rf,-2.6599498,12.950549,11
decouple,-2.2386038,4.2020025,11
bitterly,-3.4056163,11.992953,11
wewan,-3.620715,11.827357,11
squarely,-4.2082043,8.690583,11
chamb,-2.627543,10.07067,11
communists,-3.1913857,12.3611355,11
clothing,-3.9697976,10.728055,11
notmypresident,-4.915784,9.2467375,11
engagement,-2.0243871,9.637846,11
contagious,-3.7569275,11.461926,11
paula,-2.8710942,4.471075,11
pbs,-3.36278,11.644147,11
gaining,-3.7146626,10.7609,11
cinch,-3.1304877,9.467361,11
msactiviss,-3.7433717,11.27584,11
ramp,-1.0214024,9.473021,11
rezaaslan,-3.9544294,8.884296,11
speculate,-4.0230193,7.2024684,11
crutch,-3.1299748,7.174187,11
binge,-3.1144423,11.1572695,11
imm,-3.0859377,12.065291,11
spre,-2.3557925,11.345115,11
zke,-2.9094365,12.670274,11
trivialized,-3.0584633,8.634342,11
ideology,-3.428504,8.246552,11
chatbycc,-4.548484,7.428702,11
fuqtrump,-1.5168684,13.379205,11
shopping,-3.8143394,8.3439245,11
dtif,-2.0741377,11.137323,11
everytime,-3.9494312,11.660517,11
xmivuzfinf,-4.5094953,10.518372,11
jerrydunleavy,-2.4782636,9.284278,11
timely,-3.4779634,11.422475,11
lotsofuss,-5.027445,6.8409657,11
spanked,-2.8832304,9.441648,11
hans,-4.40878,9.494134,11
ocean,-3.3454535,11.68544,11
therecount,-4.397828,10.3851185,11
passive,-3.2726133,12.576983,11
extinguished,-3.6227498,12.190304,11
conflicted,-3.0625827,11.065703,11
urine,-2.6887891,11.864572,11
hg,-4.6010156,10.477774,11
bra,-4.4990497,6.5069833,11
humility,-3.3502214,8.625952,11
fixation,-2.595397,7.150063,11
tiabarracini,-4.199169,7.902598,11
reversal,-3.3040001,11.10547,11
summation,-4.1053886,9.346326,11
colinallredtx,-3.7966158,11.850134,11
cylinders,-2.7129145,6.510269,11
diverting,-2.585622,8.8745575,11
sandibachom,-3.9832063,8.816561,11
lands,-4.0554233,10.554898,11
gaslight,-3.8284109,9.241448,11
gleefully,-2.8679926,4.940269,11
victories,-1.4907433,9.447949,11
ojwnedc,-3.1112778,12.574972,11
painted,-2.7595265,10.513983,11
dworkin,-2.902903,7.6808534,11
fakenewsmedia,-3.716292,9.667677,11
meaningful,-5.2908697,6.996821,11
nypdshea,-1.9674344,12.733927,11
womanresistornc,-4.8903522,9.596562,11
poolside,-2.6522596,9.71357,11
progressivepush,-5.1613503,7.187092,11
web,-3.2827973,12.089986,11
kaspa,-4.4312124,10.237786,11
mcconne,-4.5935097,9.394146,11
awe,-3.3349137,8.1861315,11
kp,-3.2124648,12.327679,11
pg,-2.6239326,12.885106,11
tammy,-3.500586,9.8051,11
angeldb,-4.239971,6.779229,11
inhofe,-2.9690962,5.2341332,11
notorious,-4.1450286,10.319763,11
circulating,-3.6962736,11.342398,11
uo,-4.5415688,10.815186,11
unorthodo,-2.3672037,3.41623,11
neoavatara,-5.090524,8.224408,11
chip,-4.0588846,8.384137,10
repdmp,-4.546859,9.430901,10
unconscionable,-3.9273522,9.30127,10
questioner,-3.6907823,10.358946,10
spade,-3.3676577,9.758379,10
outsider,-2.7673626,10.442046,10
gerry,-4.664442,8.705151,10
location,-2.323262,12.006215,10
unemployed,-4.22936,6.183189,10
markaugustine,-2.8162403,7.126832,10
olivianuzzi,-3.9587755,11.413874,10
jacksonleetx,-3.790616,10.730026,10
afg,-2.781772,12.84668,10
denigrate,-4.0283456,9.364597,10
ann_cannon,-4.4100847,11.475778,10
replay,-4.963864,8.571545,10
ynb,-3.3282244,3.7822673,10
yn,-3.6092863,12.118835,10
desantis,-3.7758625,7.9676623,10
comic,-2.3986967,11.215892,10
belie,-4.0617065,11.822923,10
ala,-3.1682484,6.590324,10
renegotiating,-2.7247024,6.9030976,10
pgs,-2.9441793,12.678761,10
bests,-2.0372005,9.50321,10
txnpph,-3.8086996,10.703051,10
blamed,-3.5412047,5.802423,10
flags,-3.214173,11.169497,10
shtick,-2.0431085,9.571109,10
gin,-1.5340364,8.706831,10
spouting,-3.4972577,5.017465,10
lede,-2.8181398,10.941296,10
cdglgsb,-4.02432,11.34296,10
imminently,-3.880422,11.64748,10
xcuyfpkyb,-3.4728146,11.437121,10
gangster,-4.16583,10.422703,10
blindly,-4.081606,10.633881,10
fiercely,-1.3006493,10.696814,10
vpg,-2.9609818,12.217141,10
lef,-4.1427913,3.7775788,10
repulsive,-4.1890016,5.2400775,10
tasked,-3.194881,9.505162,10
older,-2.7317934,5.5966735,10
escalated,-3.5846825,11.340201,10
leigh,-3.0072017,12.580927,10
impeach_,-3.7240794,10.727689,10
gjbw,-2.141201,4.9096794,10
pta,-1.904558,10.577196,10
legittryn,-3.5249803,12.49001,10
edrollins,-2.746644,12.855856,10
aiming,-4.5110364,10.646398,10
halloween,-4.3869405,11.356939,10
nude,-4.102816,10.348223,10
submission,-2.8150141,7.074552,10
catmartini,-4.581932,6.9919367,10
welcomed,-2.6168802,5.5495057,10
drefanzor,-3.9773676,11.280378,10
sherman,-3.4415524,11.961563,10
spirits,-3.1743221,11.026941,10
thirty,-3.6183188,8.043233,10
montana,-3.0963688,10.805639,10
kevin_shipp,-4.7284,6.683495,10
philmccrackin,-4.1022387,9.01572,10
servers,-3.6211364,8.705044,10
boxing,-3.2862217,12.222842,10
bebest,-4.9665494,8.803213,10
accountistlisa,-3.2753701,5.6442127,10
zogby,-3.387335,9.206679,10
sampled,-3.4188755,9.90796,10
roots,-2.4475799,11.254312,10
crescendo,-3.0127132,11.553114,10
waaaaayyy,-3.2990987,11.90792,10
blinded,-2.456438,10.446771,10
taliban,-3.1380882,11.734558,10
referenced,-3.1679988,12.446386,10
thrice,-3.1235862,11.156439,10
lzpgvasyg,-4.740427,10.34161,10
insure,-2.502073,6.548688,10
mov,-3.8306532,11.8899145,10
pauletteparis,-4.654161,6.682144,10
recovery,-3.092946,10.067266,10
invest,-4.295426,9.670546,10
paging,-4.3922114,9.843887,10
duckworth,-3.6318414,9.310237,10
templeton,-2.5163124,4.9719195,10
aldrich,-3.381312,11.924164,10
longtime,-3.0327451,12.23352,10
dmregister,-3.9448302,10.956382,10
devils,-3.5246208,11.9374,10
rude,-4.5556736,10.905792,10
racing,-3.654597,10.311463,10
murders,-3.7409828,10.082037,10
chambers,-2.8903983,4.1196337,10
rightwingjewess,-4.2222767,11.077128,10
xyl,-3.504031,11.68239,10
wildonnelly,-3.0507395,4.514772,10
productive,-5.136412,8.531869,10
rmayemsinger,-4.471422,9.516753,10
bz,-3.18055,11.761467,10
savvy,-2.4984183,8.5676565,10
kitchen,-3.117767,7.7618184,10
legislator,-2.871799,10.309608,10
giv,-3.0138447,5.908903,10
eobppcal,-2.7658484,12.94714,10
sunny,-3.0920537,6.4042926,10
zlsowv,-2.7727594,12.966219,10
umpire,-2.6313877,6.264374,10
godpunchpat,-3.879393,12.15114,10
donlemon,-4.512511,11.210782,10
fierce,-3.61995,9.382239,10
contingent,-1.4381392,8.962315,10
trie,-3.0985136,5.2184057,10
encourage,-5.0546594,7.881152,10
sociopathy,-4.1169925,11.06174,10
hairdresser,-2.640058,10.161628,10
uq,-3.5148644,12.057067,10
sentient,-4.929012,6.2978177,10
blankets,-4.2531233,11.539964,10
ideals,-2.7615967,9.128341,10
enjoys,-3.8567183,7.8787527,10
bitching,-3.1472692,8.152515,10
pappas,-2.4140878,10.5775,10
unjust,-3.2478929,4.9501715,10
foxnewsradio,-2.5400503,11.403882,10
fined,-3.206006,7.1047482,10
realboomboompow,-2.303607,9.124811,10
addiction,-1.5655549,11.9334955,10
joanmccarter,-5.207293,5.295088,10
politicize,-2.6445389,3.9783397,10
vr,-3.9495883,11.39659,10
hires,-4.058953,11.430905,10
escochrane,-3.8342032,9.426682,10
causes,-3.3764455,7.619032,10
preve,-2.50885,7.2291193,10
retain,-3.105579,3.4839149,10
overwritten,-4.6038504,10.496792,10
del,-4.994659,7.5171614,10
libturds,-4.713777,6.101737,10
affected,-3.4880655,9.665491,10
doctrine,-2.3164485,6.206614,10
mamendoza,-4.582976,5.5566435,10
etheelephant,-4.2700424,11.281749,10
morgan,-3.2915835,12.305982,10
stgs,-2.4341524,10.543275,10
xet,-2.7379625,12.931633,10
constituency,-3.8833585,10.527828,10
rv,-4.498625,11.11611,10
vl,-2.8541152,12.858572,10
dia,-2.3427496,9.923073,10
mcghan,-4.756896,9.629121,10
rickwtyler,-4.607033,6.849621,10
nikyu,-2.8750153,12.437582,10
barbie,-3.5431466,10.635652,10
cour,-3.267366,7.2037106,10
pig,-4.2456427,11.440443,10
underscori,-2.8333883,10.59449,10
unsure,-3.8582091,10.700649,10
jesserodriguez,-3.9069462,6.2748404,10
relatives,-5.0481167,6.9040427,10
assures,-3.940044,11.688694,10
readyletsgo,-2.6796107,4.658863,10
gdp,-2.7173617,10.726728,10
goodwin,-2.4803717,12.765318,10
joshchafetz,-4.925606,9.185872,10
enabler,-3.2444868,8.2947445,10
toilets,-2.4562953,12.790183,10
doris_sher,-3.172909,12.1678295,10
chait,-3.3952658,8.062654,10
essay,-2.9907627,10.303112,10
rahmemanuel,-2.575846,10.934446,10
joi,-3.4997537,11.41648,10
lifeline,-3.7145705,10.379424,10
marciadaughtre,-3.2968197,9.51624,10
unknown,-3.7549708,6.9372296,10
trips,-3.1632655,7.6934047,10
ko,-4.567023,10.650059,10
inadequate,-3.6301742,10.99025,10
motivator,-3.4620242,3.4897692,10
talkin_rockin,-3.734621,11.996797,10
unj,-2.8538585,12.500831,10
protracted,-5.230805,7.381326,10
raucous,-4.0580783,10.79164,10
trumplies,-3.6628323,10.915782,10
vance,-3.5522277,12.1429,10
wc,-3.4300933,12.280963,10
resolv,-4.7071013,7.8351445,10
talent,-4.1433926,9.669511,10
sugges,-4.9514217,7.7733655,10
usurp,-2.434206,9.700217,10
ours,-4.1983666,8.532171,10
austria,-0.93134785,11.823909,10
inflict,-3.8543918,7.7587442,10
madeleine,-1.9751598,10.369164,10
smattering,-3.5357854,10.605433,10
usreplong,-4.492626,10.127153,10
strongmen,-3.534707,11.07178,10
firms,-2.9131222,10.726544,10
spiral,-3.9239414,11.001127,10
feeble,-4.402027,8.895114,10
shhhhhh,-3.3030293,5.3271413,10
doranimated,-3.980341,11.585062,10
continuous,-3.7221878,7.9419603,10
lovely,-4.2177963,9.167563,10
ira,-4.8884835,7.115645,10
bickered,-2.4560063,4.770328,10
inadmissible,-2.4707038,12.912856,10
cynicism,-3.0262444,9.172795,10
banc,-2.9906363,12.251282,10
darndifino,-3.4487643,8.792381,10
sadness,-3.1459935,11.686728,10
dull,-3.2367585,12.149402,10
spac,-4.0184364,8.886346,10
yesnicksearcy,-5.0071955,6.2929406,10
polarized,-4.5493793,10.214202,10
occupation,-3.1198509,9.097244,10
kinanuld,-4.9119163,9.549331,10
notified,-3.9573991,8.168515,10
mikeandersonsr,-3.803998,7.6774125,10
obscene,-4.3670106,10.082535,10
underhanded,-3.5194204,8.243922,10
teamcavuto,-2.9269874,6.9272547,10
valley,-1.848823,10.475754,10
gaggle,-3.9748707,10.2272835,10
recordings,-3.8278468,8.7420635,10
snippet,-3.4794223,7.6865172,10
qkwbvugbwy,-3.0143538,12.020606,10
kg,-2.724266,12.469053,10
tighter,-3.7709067,7.6657043,10
blackened,-3.4493983,10.068671,10
bigot,-3.3608913,9.633301,10
roscoebdavis,-3.5276737,7.426009,10
qv,-4.176872,10.787843,10
casinos,-4.901102,10.505852,10
rqcspp,-4.4394565,10.451727,10
parameters,-4.044028,10.134872,10
beam,-4.2823725,7.510691,10
merkel,-2.2504096,10.6848345,10
wildfi,-3.3619597,11.201743,10
taco,-3.7540138,10.601764,10
louisiana,-3.9371092,10.816679,10
epacheco,-4.614099,10.408987,10
implode,-2.501611,4.5232387,10
conditioned,-4.057234,11.264359,10
funnel,-3.117069,10.815364,10
qf,-4.122234,7.5862684,10
ratin,-3.8673177,7.5758095,10
severel,-4.680461,6.7280064,10
finalized,-4.104656,5.2234936,10
alanhe,-3.6876016,9.894811,10
cheeto,-5.1587796,8.935781,10
resolut,-2.0950522,12.039643,10
demmings,-3.3972142,8.619438,10
ssrs,-2.2095346,4.256771,10
made__usa,-4.168042,9.051715,10
cahulaan,-3.600626,10.790106,10
gem,-2.4720035,10.946066,10
boomerang,-3.8610504,7.425601,10
mustn,-3.8891764,11.658695,10
understa,-4.1153946,7.3563504,10
operations,-1.5329356,10.724853,10
gap,-3.2763903,11.225275,10
kristinnfr,-3.017956,11.585555,10
poling,-2.296003,10.039381,10
ejdionne,-4.0702157,11.257721,10
motivations,-4.0226707,10.596608,10
stems,-2.656187,8.268489,10
runner,-3.5191157,5.060445,10
foc,-3.5162482,7.169186,10
cummings,-4.6177998,8.866711,10
triumph,-3.3570867,8.102541,10
fredfleitz,-2.3101523,11.394467,10
eswbr,-4.3526325,10.597857,10
